dg_id,dg_name,dg_atc_codes,dg_atc_levels
DB01288,Fenoterol,"['R03CC04', 'R03AL01', 'G02CA03', 'R03AC04']","[['R03CC', 'R03C', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R'], ['G02CA', 'G02C', 'G02', 'G'], ['R03AC', 'R03A', 'R03', 'R']]"
DB01289,Glisoxepide,['A10BB11'],"[['A10BB', 'A10B', 'A10', 'A']]"
DB01291,Pirbuterol,"['R03CC07', 'R03AC08']","[['R03CC', 'R03C', 'R03', 'R'], ['R03AC', 'R03A', 'R03', 'R']]"
DB01295,Bevantolol,"['C07AB06', 'C07BB06']","[['C07AB', 'C07A', 'C07', 'C'], ['C07BB', 'C07B', 'C07', 'C']]"
DB01296,Glucosamine,['M01AX05'],"[['M01AX', 'M01A', 'M01', 'M']]"
DB01297,Practolol,['C07AB01'],"[['C07AB', 'C07A', 'C07', 'C']]"
DB01303,Oxtriphylline,"['R03DA20', 'R03DB02', 'R03DA02']","[['R03DA', 'R03D', 'R03', 'R'], ['R03DB', 'R03D', 'R03', 'R'], ['R03DA', 'R03D', 'R03', 'R']]"
DB01306,Insulin aspart,"['A10AD06', 'A10AD05', 'A10AB05']","[['A10AD', 'A10A', 'A10', 'A'], ['A10AD', 'A10A', 'A10', 'A'], ['A10AB', 'A10A', 'A10', 'A']]"
DB01307,Insulin detemir,['A10AE05'],"[['A10AE', 'A10A', 'A10', 'A']]"
DB01309,Insulin glulisine,['A10AB06'],"[['A10AB', 'A10A', 'A10', 'A']]"
DB01320,Fosphenytoin,['N03AB05'],"[['N03AB', 'N03A', 'N03', 'N']]"
DB01324,Polythiazide,"['C03AA05', 'G01AE10', 'C03AB05']","[['C03AA', 'C03A', 'C03', 'C'], ['G01AE', 'G01A', 'G01', 'G'], ['C03AB', 'C03A', 'C03', 'C']]"
DB01325,Quinethazone,"['G01AE10', 'C03BA02', 'C03BB02']","[['G01AE', 'G01A', 'G01', 'G'], ['C03BA', 'C03B', 'C03', 'C'], ['C03BB', 'C03B', 'C03', 'C']]"
DB01327,Cefazolin,['J01DB04'],"[['J01DB', 'J01D', 'J01', 'J']]"
DB01337,Pancuronium,['M03AC01'],"[['M03AC', 'M03A', 'M03', 'M']]"
DB01338,Pipecuronium,['M03AC06'],"[['M03AC', 'M03A', 'M03', 'M']]"
DB01339,Vecuronium,['M03AC03'],"[['M03AC', 'M03A', 'M03', 'M']]"
DB01340,Cilazapril,"['C09BA08', 'C09AA08']","[['C09BA', 'C09B', 'C09', 'C'], ['C09AA', 'C09A', 'C09', 'C']]"
DB01344,Tolevamer,['V03AE01'],"[['V03AE', 'V03A', 'V03', 'V']]"
DB01348,Spirapril,['C09AA11'],"[['C09AA', 'C09A', 'C09', 'C']]"
DB01349,Tasosartan,['C09CA05'],"[['C09CA', 'C09C', 'C09', 'C']]"
DB01351,Amobarbital,"['N05CA02', 'N05CB01']","[['N05CA', 'N05C', 'N05', 'N'], ['N05CB', 'N05C', 'N05', 'N']]"
DB01352,Aprobarbital,['N05CA05'],"[['N05CA', 'N05C', 'N05', 'N']]"
DB01353,Butobarbital,['N05CA03'],"[['N05CA', 'N05C', 'N05', 'N']]"
DB01354,Heptabarbital,['N05CA11'],"[['N05CA', 'N05C', 'N05', 'N']]"
DB01355,Hexobarbital,"['N01AF02', 'N05CA16']","[['N01AF', 'N01A', 'N01', 'N'], ['N05CA', 'N05C', 'N05', 'N']]"
DB01359,Penbutolol,"['C07CA23', 'C07AA23']","[['C07CA', 'C07C', 'C07', 'C'], ['C07AA', 'C07A', 'C07', 'C']]"
DB01364,Ephedrine,"['S01FB02', 'R01AB05', 'C01CA26', 'R03CA02', 'A08AA56', 'R01AA03']","[['S01FB', 'S01F', 'S01', 'S'], ['R01AB', 'R01A', 'R01', 'R'], ['C01CA', 'C01C', 'C01', 'C'], ['R03CA', 'R03C', 'R03', 'R'], ['A08AA', 'A08A', 'A08', 'A'], ['R01AA', 'R01A', 'R01', 'R']]"
DB01365,Mephentermine,['C01CA11'],"[['C01CA', 'C01C', 'C01', 'C']]"
DB01366,Procaterol,"['R03CC08', 'R03AC16']","[['R03CC', 'R03C', 'R03', 'R'], ['R03AC', 'R03A', 'R03', 'R']]"
DB01367,Rasagiline,['N04BD02'],"[['N04BD', 'N04B', 'N04', 'N']]"
DB01373,Calcium,"['M05BB01', 'A11AA02', 'M05BB08', 'A11GB01', 'M05BB02', 'M05BB04', 'M05BB05']","[['M05BB', 'M05B', 'M05', 'M'], ['A11AA', 'A11A', 'A11', 'A'], ['M05BB', 'M05B', 'M05', 'M'], ['A11GB', 'A11G', 'A11', 'A'], ['M05BB', 'M05B', 'M05', 'M'], ['M05BB', 'M05B', 'M05', 'M'], ['M05BB', 'M05B', 'M05', 'M']]"
DB01381,Ginkgo biloba,"['N06DX02', 'N06DA53']","[['N06DX', 'N06D', 'N06', 'N'], ['N06DA', 'N06D', 'N06', 'N']]"
DB01382,Glymidine,"['A10BC01', 'G01AE10']","[['A10BC', 'A10B', 'A10', 'A'], ['G01AE', 'G01A', 'G01', 'G']]"
DB01384,Paramethasone,['H02AB05'],"[['H02AB', 'H02A', 'H02', 'H']]"
DB01388,Mibefradil,['C08CX01'],"[['C08CX', 'C08C', 'C08', 'C']]"
DB01392,Yohimbine,['G04BE04'],"[['G04BE', 'G04B', 'G04', 'G']]"
DB01393,Bezafibrate,['C10AB02'],"[['C10AB', 'C10A', 'C10', 'C']]"
DB01394,Colchicine,['M04AC01'],"[['M04AC', 'M04A', 'M04', 'M']]"
DB01395,Drospirenone,"['G03AA18', 'G03AC10', 'G03FA17', 'G03AA12']","[['G03AA', 'G03A', 'G03', 'G'], ['G03AC', 'G03A', 'G03', 'G'], ['G03FA', 'G03F', 'G03', 'G'], ['G03AA', 'G03A', 'G03', 'G']]"
DB01396,Digitoxin,['C01AA04'],"[['C01AA', 'C01A', 'C01', 'C']]"
DB01399,Salsalate,['N02BA06'],"[['N02BA', 'N02B', 'N02', 'N']]"
DB01400,Neostigmine,"['N07AA01', 'S01EB06', 'N07AA51']","[['N07AA', 'N07A', 'N07', 'N'], ['S01EB', 'S01E', 'S01', 'S'], ['N07AA', 'N07A', 'N07', 'N']]"
DB01403,Methotrimeprazine,['N05AA02'],"[['N05AA', 'N05A', 'N05', 'N']]"
DB01406,Danazol,['G03XA01'],"[['G03XA', 'G03X', 'G03', 'G']]"
DB01407,Clenbuterol,"['R03CC13', 'R03AC14', 'R03CC63']","[['R03CC', 'R03C', 'R03', 'R'], ['R03AC', 'R03A', 'R03', 'R'], ['R03CC', 'R03C', 'R03', 'R']]"
DB01408,Bambuterol,['R03CC12'],"[['R03CC', 'R03C', 'R03', 'R']]"
DB01409,Tiotropium,"['R03AL06', 'R03BB04', 'R03BB54', 'R03AL10']","[['R03AL', 'R03A', 'R03', 'R'], ['R03BB', 'R03B', 'R03', 'R'], ['R03BB', 'R03B', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R']]"
DB01410,Ciclesonide,"['R03BA08', 'R01AD13']","[['R03BA', 'R03B', 'R03', 'R'], ['R01AD', 'R01A', 'R01', 'R']]"
DB01411,Pranlukast,['R03DC02'],"[['R03DC', 'R03D', 'R03', 'R']]"
DB01412,Theobromine,"['C03BD01', 'R03DA07', 'R03DA57']","[['C03BD', 'C03B', 'C03', 'C'], ['R03DA', 'R03D', 'R03', 'R'], ['R03DA', 'R03D', 'R03', 'R']]"
DB01418,Acenocoumarol,['B01AA07'],"[['B01AA', 'B01A', 'B01', 'B']]"
DB01421,Paromomycin,['A07AA06'],"[['A07AA', 'A07A', 'A07', 'A']]"
DB01422,Nitroxoline,['J01XX07'],"[['J01XX', 'J01X', 'J01', 'J']]"
DB01425,Alizapride,['A03FA05'],"[['A03FA', 'A03F', 'A03', 'A']]"
DB01426,Ajmaline,['C01BA05'],"[['C01BA', 'C01B', 'C01', 'C']]"
DB01427,Amrinone,['C01CE01'],"[['C01CE', 'C01C', 'C01', 'C']]"
DB01429,Aprindine,['C01BB04'],"[['C01BB', 'C01B', 'C01', 'C']]"
DB01430,Almitrine,['R07AB07'],"[['R07AB', 'R07A', 'R07', 'R']]"
DB01431,Allylestrenol,['G03DC01'],"[['G03DC', 'G03D', 'G03', 'G']]"
DB01432,Cholestyramine,['C10AC01'],"[['C10AC', 'C10A', 'C10', 'C']]"
DB01435,Antipyrine,"['N02BB51', 'N02BB71', 'N02BB01', 'S02DA03']","[['N02BB', 'N02B', 'N02', 'N'], ['N02BB', 'N02B', 'N02', 'N'], ['N02BB', 'N02B', 'N02', 'N'], ['S02DA', 'S02D', 'S02', 'S']]"
DB01436,Alfacalcidol,"['A11CC03', 'M05BB06']","[['A11CC', 'A11C', 'A11', 'A'], ['M05BB', 'M05B', 'M05', 'M']]"
DB01437,Glutethimide,['N05CE01'],"[['N05CE', 'N05C', 'N05', 'N']]"
DB01438,Phenazopyridine,['G04BX06'],"[['G04BX', 'G04B', 'G04', 'G']]"
DB01452,Diamorphine,['N07BC06'],"[['N07BC', 'N07B', 'N07', 'N']]"
DB01463,Fencamfamin,['N06BA06'],"[['N06BA', 'N06B', 'N06', 'N']]"
DB01466,Ethylmorphine,"['S01XA06', 'R05DA01']","[['S01XA', 'S01X', 'S01', 'S'], ['R05DA', 'R05D', 'R05', 'R']]"
DB01483,Barbital,['N05CA04'],"[['N05CA', 'N05C', 'N05', 'N']]"
DB01489,Camazepam,['N05BA15'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB01544,Flunitrazepam,['N05CD03'],"[['N05CD', 'N05C', 'N05', 'N']]"
DB01545,Ethyl loflazepate,['N05BA18'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB01553,Cloxazolam,['N05BA22'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB01558,Bromazepam,['N05BA08'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB01559,Clotiazepam,['N05BA21'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB01567,Fludiazepam,['N05BA17'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB01576,Dextroamphetamine,['N06BA02'],"[['N06BA', 'N06B', 'N06', 'N']]"
DB01577,Metamfetamine,['N06BA03'],"[['N06BA', 'N06B', 'N06', 'N']]"
DB01580,Oxprenolol,"['C07BA02', 'C07AA02', 'C07CA02']","[['C07BA', 'C07B', 'C07', 'C'], ['C07AA', 'C07A', 'C07', 'C'], ['C07CA', 'C07C', 'C07', 'C']]"
DB01586,Ursodeoxycholic acid,['A05AA02'],"[['A05AA', 'A05A', 'A05', 'A']]"
DB01587,Ketazolam,['N05BA10'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB01588,Prazepam,['N05BA11'],"[['N05BA', 'N05B', 'N05', 'N']]"
DB01589,Quazepam,['N05CD10'],"[['N05CD', 'N05C', 'N05', 'N']]"
DB01590,Everolimus,"['L01EG02', 'L04AA18']","[['L01EG', 'L01E', 'L01', 'L'], ['L04AA', 'L04A', 'L04', 'L']]"
DB01591,Solifenacin,"['G04BD08', 'G04CA53']","[['G04BD', 'G04B', 'G04', 'G'], ['G04CA', 'G04C', 'G04', 'G']]"
DB01592,Iron,"['B03AE02', 'A11AA01', 'B03AE01', 'B03AE04', 'B03AE03']","[['B03AE', 'B03A', 'B03', 'B'], ['A11AA', 'A11A', 'A11', 'A'], ['B03AE', 'B03A', 'B03', 'B'], ['B03AE', 'B03A', 'B03', 'B'], ['B03AE', 'B03A', 'B03', 'B']]"
DB01593,Zinc,['C05AX04'],"[['C05AX', 'C05A', 'C05', 'C']]"
DB01594,Cinolazepam,['N05CD13'],"[['N05CD', 'N05C', 'N05', 'N']]"
DB01595,Nitrazepam,['N05CD02'],"[['N05CD', 'N05C', 'N05', 'N']]"
DB01597,Cilastatin,"['J01DH51', 'J01DH56']","[['J01DH', 'J01D', 'J01', 'J'], ['J01DH', 'J01D', 'J01', 'J']]"
DB01599,Probucol,['C10AX02'],"[['C10AX', 'C10A', 'C10', 'C']]"
DB01600,Tiaprofenic acid,['M01AE11'],"[['M01AE', 'M01A', 'M01', 'M']]"
DB01608,Periciazine,['N05AC01'],"[['N05AC', 'N05A', 'N05', 'N']]"
DB01609,Deferasirox,['V03AC03'],"[['V03AC', 'V03A', 'V03', 'V']]"
DB01610,Valganciclovir,['J05AB14'],"[['J05AB', 'J05A', 'J05', 'J']]"
DB01611,Hydroxychloroquine,['P01BA02'],"[['P01BA', 'P01B', 'P01', 'P']]"
DB01612,Amyl Nitrite,['V03AB22'],"[['V03AB', 'V03A', 'V03', 'V']]"
DB01613,Erythrityl tetranitrate,"['C01DA63', 'C01DA13']","[['C01DA', 'C01D', 'C01', 'C'], ['C01DA', 'C01D', 'C01', 'C']]"
DB01614,Acepromazine,['N05AA04'],"[['N05AA', 'N05A', 'N05', 'N']]"
DB01616,Alverine,"['A03AX08', 'A03AX58']","[['A03AX', 'A03A', 'A03', 'A'], ['A03AX', 'A03A', 'A03', 'A']]"
DB01618,Molindone,['N05AE02'],"[['N05AE', 'N05A', 'N05', 'N']]"
DB01619,Phenindamine,['R06AX04'],"[['R06AX', 'R06A', 'R06', 'R']]"
DB01620,Pheniramine,"['R06AB05', 'D04AA16']","[['R06AB', 'R06A', 'R06', 'R'], ['D04AA', 'D04A', 'D04', 'D']]"
DB01621,Pipotiazine,['N05AC04'],"[['N05AC', 'N05A', 'N05', 'N']]"
DB01622,Thioproperazine,['N05AB08'],"[['N05AB', 'N05A', 'N05', 'N']]"
DB01623,Thiothixene,['N05AF04'],"[['N05AF', 'N05A', 'N05', 'N']]"
DB01624,Zuclopenthixol,['N05AF05'],"[['N05AF', 'N05A', 'N05', 'N']]"
DB01625,Isopropamide,"['A03CA01', 'A03AB09']","[['A03CA', 'A03C', 'A03', 'A'], ['A03AB', 'A03A', 'A03', 'A']]"
DB01626,Pargyline,"['C02LL01', 'C02KC01']","[['C02LL', 'C02L', 'C02', 'C'], ['C02KC', 'C02K', 'C02', 'C']]"
DB01628,Etoricoxib,['M01AH05'],"[['M01AH', 'M01A', 'M01', 'M']]"
DB01656,Roflumilast,['R03DX07'],"[['R03DX', 'R03D', 'R03', 'R']]"
DB01677,Fumaric acid,['D05AX01'],"[['D05AX', 'D05A', 'D05', 'D']]"
DB01698,Rutin,"['C05CA51', 'C05CA01']","[['C05CA', 'C05C', 'C05', 'C'], ['C05CA', 'C05C', 'C05', 'C']]"
DB01708,Prasterone,"['G03EA03', 'G03XX01', 'A14AA07']","[['G03EA', 'G03E', 'G03', 'G'], ['G03XX', 'G03X', 'G03', 'G'], ['A14AA', 'A14A', 'A14', 'A']]"
DB01744,Camphor,['C01EB02'],"[['C01EB', 'C01E', 'C01', 'C']]"
DB02266,Flufenamic acid,['M01AG03'],"[['M01AG', 'M01A', 'M01', 'M']]"
DB02300,Calcipotriol,"['D05AX52', 'D05AX02']","[['D05AX', 'D05A', 'D05', 'D'], ['D05AX', 'D05A', 'D05', 'D']]"
DB02329,Carbenoxolone,"['A02BX01', 'A02BX71', 'A02BX51']","[['A02BX', 'A02B', 'A02', 'A'], ['A02BX', 'A02B', 'A02', 'A'], ['A02BX', 'A02B', 'A02', 'A']]"
DB02383,Tolrestat,['A10XA01'],"[['A10XA', 'A10X', 'A10', 'A']]"
DB02546,Vorinostat,['L01XH01'],"[['L01XH', 'L01X', 'L01', 'L']]"
DB02638,Terlipressin,['H01BA04'],"[['H01BA', 'H01B', 'H01', 'H']]"
DB02640,Fumagillin,['P01AX10'],"[['P01AX', 'P01A', 'P01', 'P']]"
DB02659,Cholic Acid,['A05AA03'],"[['A05AA', 'A05A', 'A05', 'A']]"
DB02701,Nicotinamide,['A11HA01'],"[['A11HA', 'A11H', 'A11', 'A']]"
DB02901,Stanolone,"['A14AA01', 'G03BB02']","[['A14AA', 'A14A', 'A14', 'A'], ['G03BB', 'G03B', 'G03', 'G']]"
DB02925,Piretanide,"['C03CA03', 'G01AE10']","[['C03CA', 'C03C', 'C03', 'C'], ['G01AE', 'G01A', 'G01', 'G']]"
DB03088,Pidolic acid,['A12CC08'],"[['A12CC', 'A12C', 'A12', 'A']]"
DB03128,Acetylcholine,['S01EB09'],"[['S01EB', 'S01E', 'S01', 'S']]"
DB03175,Propyl alcohol,"['D08AX03', 'D08AX53']","[['D08AX', 'D08A', 'D08', 'D'], ['D08AX', 'D08A', 'D08', 'D']]"
DB03255,Phenol,"['C05BB05', 'R02AA19', 'N01BX03', 'D08AE03']","[['C05BB', 'C05B', 'C05', 'C'], ['R02AA', 'R02A', 'R02', 'R'], ['N01BX', 'N01B', 'N01', 'N'], ['D08AE', 'D08A', 'D08', 'D']]"
DB03312,Brivudine,['J05AB15'],"[['J05AB', 'J05A', 'J05', 'J']]"
DB03585,Oxyphenbutazone,"['M01AA03', 'M02AA04', 'S01BC02']","[['M01AA', 'M01A', 'M01', 'M'], ['M02AA', 'M02A', 'M02', 'M'], ['S01BC', 'S01B', 'S01', 'S']]"
DB03604,Tiratricol,"['H03AA04', 'D11AX08']","[['H03AA', 'H03A', 'H03', 'H'], ['D11AX', 'D11A', 'D11', 'D']]"
DB03614,Mecobalamin,['B03BA05'],"[['B03BA', 'B03B', 'B03', 'B']]"
DB03615,Ribostamycin,['J01GB10'],"[['J01GB', 'J01G', 'J01', 'J']]"
DB03619,Deoxycholic acid,['D11AX24'],"[['D11AX', 'D11A', 'D11', 'D']]"
DB03754,Tromethamine,"['B05XX02', 'B05BB03']","[['B05XX', 'B05X', 'B05', 'B'], ['B05BB', 'B05B', 'B05', 'B']]"
DB03766,Propanoic acid,['S01AX10'],"[['S01AX', 'S01A', 'S01', 'S']]"
DB03783,Phenacetin,"['N02BE73', 'N02BE03', 'N02BE53']","[['N02BE', 'N02B', 'N02', 'N'], ['N02BE', 'N02B', 'N02', 'N'], ['N02BE', 'N02B', 'N02', 'N']]"
DB03793,Benzoic acid,"['A16AX30', 'A16AX11', 'V04CG30']","[['A16AX', 'A16A', 'A16', 'A'], ['A16AX', 'A16A', 'A16', 'A'], ['V04CG', 'V04C', 'V04', 'V']]"
DB03904,Urea,"['D02AE01', 'B05BC02', 'D02AE51']","[['D02AE', 'D02A', 'D02', 'D'], ['B05BC', 'B05B', 'B05', 'B'], ['D02AE', 'D02A', 'D02', 'D']]"
DB04106,Fotemustine,['L01AD05'],"[['L01AD', 'L01A', 'L01', 'L']]"
DB04209,Dequalinium,"['D08AH01', 'R02AA02', 'G01AC05']","[['D08AH', 'D08A', 'D08', 'D'], ['R02AA', 'R02A', 'R02', 'R'], ['G01AC', 'G01A', 'G01', 'G']]"
DB04272,Citric acid,['A09AB04'],"[['A09AB', 'A09A', 'A09', 'A']]"
DB04335,Inosine,"['G01AX02', 'S01XA10', 'D06BB05']","[['G01AX', 'G01A', 'G01', 'G'], ['S01XA', 'S01X', 'S01', 'S'], ['D06BB', 'D06B', 'D06', 'D']]"
DB04339,Carbocisteine,['R05CB03'],"[['R05CB', 'R05C', 'R05', 'R']]"
DB04377,Meglutol,['C10AX05'],"[['C10AX', 'C10A', 'C10', 'C']]"
DB04445,Mercuric iodide,['D08AK30'],"[['D08AK', 'D08A', 'D08', 'D']]"
DB04552,Niflumic acid,"['M02AA17', 'M01AX02']","[['M02AA', 'M02A', 'M02', 'M'], ['M01AX', 'M01A', 'M01', 'M']]"
DB04571,Trioxsalen,"['D05BA01', 'D05AD01']","[['D05BA', 'D05B', 'D05', 'D'], ['D05AD', 'D05A', 'D05', 'D']]"
DB04572,Thiotepa,['L01AC01'],"[['L01AC', 'L01A', 'L01', 'L']]"
DB04573,Estriol,"['G03CC06', 'G03CA04']","[['G03CC', 'G03C', 'G03', 'G'], ['G03CA', 'G03C', 'G03', 'G']]"
DB04576,Fleroxacin,['J01MA08'],"[['J01MA', 'J01M', 'J01', 'J']]"
DB04599,Aniracetam,['N06BX11'],"[['N06BX', 'N06B', 'N06', 'N']]"
DB04630,Aldosterone,['H02AA01'],"[['H02AA', 'H02A', 'H02', 'H']]"
DB04660,Choline alfoscerate,['N07AX02'],"[['N07AX', 'N07A', 'N07', 'N']]"
DB04743,Nimesulide,"['M01AX17', 'M02AA26']","[['M01AX', 'M01A', 'M01', 'M'], ['M02AA', 'M02A', 'M02', 'M']]"
DB04786,Suramin,['P01CX02'],"[['P01CX', 'P01C', 'P01', 'P']]"
DB04794,Bifonazole,"['D01AC10', 'D01AC60']","[['D01AC', 'D01A', 'D01', 'D'], ['D01AC', 'D01A', 'D01', 'D']]"
DB04817,Metamizole,"['N02BB72', 'N02BB02', 'N02BB52']","[['N02BB', 'N02B', 'N02', 'N'], ['N02BB', 'N02B', 'N02', 'N'], ['N02BB', 'N02B', 'N02', 'N']]"
DB04820,Nialamide,['N06AF02'],"[['N06AF', 'N06A', 'N06', 'N']]"
DB04821,Nomifensine,['N06AX04'],"[['N06AX', 'N06A', 'N06', 'N']]"
DB04824,Phenolphthalein,['A06AB04'],"[['A06AB', 'A06A', 'A06', 'A']]"
DB04825,Prenylamine,"['C01DX52', 'C01DX02']","[['C01DX', 'C01D', 'C01', 'C'], ['C01DX', 'C01D', 'C01', 'C']]"
DB04828,Zomepirac,['M01AB04'],"[['M01AB', 'M01A', 'M01', 'M']]"
DB04832,Zimelidine,['N06AB02'],"[['N06AB', 'N06A', 'N06', 'N']]"
DB04835,Maraviroc,['J05AX09'],"[['J05AX', 'J05A', 'J05', 'J']]"
DB04836,Amineptine,['N06AA19'],"[['N06AA', 'N06A', 'N06', 'N']]"
DB04837,Clofedanol,['R05DB10'],"[['R05DB', 'R05D', 'R05', 'R']]"
DB04838,Cyclandelate,['C04AX01'],"[['C04AX', 'C04A', 'C04', 'C']]"
DB04839,Cyproterone acetate,"['G03HB01', 'G03HA01']","[['G03HB', 'G03H', 'G03', 'G'], ['G03HA', 'G03H', 'G03', 'G']]"
DB04840,Debrisoquine,['C02CC04'],"[['C02CC', 'C02C', 'C02', 'C']]"
DB04841,Flunarizine,['N07CA03'],"[['N07CA', 'N07C', 'N07', 'N']]"
DB04842,Fluspirilene,['N05AG01'],"[['N05AG', 'N05A', 'N05', 'N']]"
DB04843,Mepenzolate,['A03AB12'],"[['A03AB', 'A03A', 'A03', 'A']]"
DB04844,Tetrabenazine,['N07XX06'],"[['N07XX', 'N07X', 'N07', 'N']]"
DB04845,Ixabepilone,['L01DC04'],"[['L01DC', 'L01D', 'L01', 'L']]"
DB04846,Celiprolol,['C07AB08'],"[['C07AB', 'C07A', 'C07', 'C']]"
DB04847,Roxadustat,['B03XA05'],"[['B03XA', 'B03X', 'B03', 'B']]"
DB04849,Cediranib,['L01EK02'],"[['L01EK', 'L01E', 'L01', 'L']]"
DB04854,Febuxostat,['M04AA03'],"[['M04AA', 'M04A', 'M04', 'M']]"
DB04855,Dronedarone,['C01BD07'],"[['C01BD', 'C01B', 'C01', 'C']]"
DB04861,Nebivolol,"['C07FB12', 'C09DX05', 'C07BB12', 'C07AB12']","[['C07FB', 'C07F', 'C07', 'C'], ['C09DX', 'C09D', 'C09', 'C'], ['C07BB', 'C07B', 'C07', 'C'], ['C07AB', 'C07A', 'C07', 'C']]"
DB04865,Omacetaxine mepesuccinate,['L01XX40'],"[['L01XX', 'L01X', 'L01', 'L']]"
DB04868,Nilotinib,['L01EA03'],"[['L01EA', 'L01E', 'L01', 'L']]"
DB04871,Lorcaserin,['A08AA11'],"[['A08AA', 'A08A', 'A08', 'A']]"
DB04876,Vildagliptin,"['A10BH02', 'A10BD08']","[['A10BH', 'A10B', 'A10', 'A'], ['A10BD', 'A10B', 'A10', 'A']]"
DB04878,Voglibose,['A10BF03'],"[['A10BF', 'A10B', 'A10', 'A']]"
DB04880,Enoximone,['C01CE03'],"[['C01CE', 'C01C', 'C01', 'C']]"
DB04884,Dapoxetine,['G04BX14'],"[['G04BX', 'G04B', 'G04', 'G']]"
DB04885,Cilansetron,['A03AE03'],"[['A03AE', 'A03A', 'A03', 'A']]"
DB04894,Vapreotide,['H01CB04'],"[['H01CB', 'H01C', 'H01', 'H']]"
DB04895,Pegaptanib,['S01LA03'],"[['S01LA', 'S01L', 'S01', 'S']]"
DB04896,Milnacipran,['N06AX17'],"[['N06AX', 'N06A', 'N06', 'N']]"
DB04898,Ximelagatran,['B01AE05'],"[['B01AE', 'B01A', 'B01', 'B']]"
DB04899,Nesiritide,['C01DX19'],"[['C01DX', 'C01D', 'C01', 'C']]"
DB04908,Flibanserin,['G02CX02'],"[['G02CX', 'G02C', 'G02', 'G']]"
DB04920,Clevidipine,['C08CA16'],"[['C08CA', 'C08C', 'C08', 'C']]"
DB04924,Itopride,['A03FA07'],"[['A03FA', 'A03F', 'A03', 'A']]"
DB04930,Permethrin,"['P03AC54', 'P03AC04']","[['P03AC', 'P03A', 'P03', 'P'], ['P03AC', 'P03A', 'P03', 'P']]"
DB04931,Afamelanotide,['D02BB02'],"[['D02BB', 'D02B', 'D02', 'D']]"
DB04932,Defibrotide,['B01AX01'],"[['B01AX', 'B01A', 'B01', 'B']]"
DB04938,Ospemifene,['G03XC05'],"[['G03XC', 'G03X', 'G03', 'G']]"
DB04941,Crofelemer,['A07XA06'],"[['A07XA', 'A07X', 'A07', 'A']]"
DB04946,Iloperidone,['N05AX14'],"[['N05AX', 'N05A', 'N05', 'N']]"
DB04948,Lofexidine,['N07BC04'],"[['N07BC', 'N07B', 'N07', 'N']]"
DB04953,Ezogabine,['N03AX21'],"[['N03AX', 'N03A', 'N03', 'N']]"
DB04956,Afelimomab,['L04AB03'],"[['L04AB', 'L04A', 'L04', 'L']]"
DB04977,Plitidepsin,['L01XX57'],"[['L01XX', 'L01X', 'L01', 'L']]"
DB04996,Satraplatin,['L01XA04'],"[['L01XA', 'L01X', 'L01', 'L']]"
DB05013,Ingenol mebutate,['D06BX02'],"[['D06BX', 'D06B', 'D06', 'D']]"
DB05015,Belinostat,['L01XH04'],"[['L01XH', 'L01X', 'L01', 'L']]"
DB05018,Migalastat,['A16AX14'],"[['A16AX', 'A16A', 'A16', 'A']]"
DB05025,Arimoclomol,['N07XX17'],"[['N07XX', 'N07X', 'N07', 'N']]"
DB05039,Indacaterol,"['R03AC18', 'R03AL04', 'R03AL12', 'R03AK14']","[['R03AC', 'R03A', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R'], ['R03AL', 'R03A', 'R03', 'R'], ['R03AK', 'R03A', 'R03', 'R']]"
DB05084,Abaloparatide,['H05AA04'],"[['H05AA', 'H05A', 'H05', 'H']]"
DB05087,Ganaxolone,['N03AX27'],"[['N03AX', 'N03A', 'N03', 'N']]"
DB05099,Ancrod,['B01AD09'],"[['B01AD', 'B01A', 'B01', 'B']]"
DB05109,Trabectedin,['L01CX01'],"[['L01CX', 'L01C', 'L01', 'L']]"
DB05168,Vintafolide,['L01CA06'],"[['L01CA', 'L01C', 'L01', 'L']]"
DB05219,Crisaborole,['D11AH06'],"[['D11AH', 'D11A', 'D11', 'D']]"
DB05229,Beraprost,['B01AC19'],"[['B01AC', 'B01A', 'B01', 'B']]"
DB05239,Cobimetinib,['L01EE02'],"[['L01EE', 'L01E', 'L01', 'L']]"
DB05245,Silver sulfadiazine,"['D06BA01', 'G01AE10', 'D06BA51']","[['D06BA', 'D06B', 'D06', 'D'], ['G01AE', 'G01A', 'G01', 'G'], ['D06BA', 'D06B', 'D06', 'D']]"
DB05246,Methsuximide,['N03AD03'],"[['N03AD', 'N03A', 'N03', 'N']]"
DB05254,Fibrinolysin,"['B01AD05', 'B06AA02']","[['B01AD', 'B01A', 'B01', 'B'], ['B06AA', 'B06A', 'B06', 'B']]"
DB05259,Glatiramer,['L03AX13'],"[['L03AX', 'L03A', 'L03', 'L']]"
DB05266,Ibudilast,['R03DC04'],"[['R03DC', 'R03D', 'R03', 'R']]"
